index,split,image_filename,relative_path,label,class_name,source_split,source_index,noise_type,noise_value
1293,train,train_01293.png,images/train_01293.png,8,ship,train,3189,brightness,0.75
1295,train,train_01295.png,images/train_01295.png,3,cat,test,2754,brightness,0.75
1296,train,train_01296.png,images/train_01296.png,0,airplane,test,2210,brightness,0.75
1301,train,train_01301.png,images/train_01301.png,9,truck,train,1847,brightness,0.75
1304,train,train_01304.png,images/train_01304.png,9,truck,train,4885,brightness,0.75
1309,train,train_01309.png,images/train_01309.png,4,deer,test,2389,brightness,0.75
1311,train,train_01311.png,images/train_01311.png,0,airplane,train,3852,brightness,0.75
1313,train,train_01313.png,images/train_01313.png,7,monkey,test,1716,brightness,0.75
1316,train,train_01316.png,images/train_01316.png,9,truck,test,3415,brightness,0.75
1317,train,train_01317.png,images/train_01317.png,1,bird,test,40,brightness,0.75
1318,train,train_01318.png,images/train_01318.png,1,bird,train,1305,brightness,0.75
1320,train,train_01320.png,images/train_01320.png,2,car,test,4134,brightness,0.75
1321,train,train_01321.png,images/train_01321.png,6,horse,test,929,brightness,0.75
1322,train,train_01322.png,images/train_01322.png,7,monkey,train,2091,brightness,0.75
1324,train,train_01324.png,images/train_01324.png,8,ship,test,4797,brightness,0.75
1325,train,train_01325.png,images/train_01325.png,2,car,test,4815,brightness,0.75
1326,train,train_01326.png,images/train_01326.png,9,truck,train,4982,brightness,0.75
1328,train,train_01328.png,images/train_01328.png,6,horse,test,6512,brightness,0.75
1329,train,train_01329.png,images/train_01329.png,1,bird,test,7229,brightness,0.75
1332,train,train_01332.png,images/train_01332.png,4,deer,test,1611,brightness,0.75
1333,train,train_01333.png,images/train_01333.png,7,monkey,train,2977,brightness,0.75
1334,train,train_01334.png,images/train_01334.png,9,truck,train,2684,brightness,0.75
1336,train,train_01336.png,images/train_01336.png,0,airplane,test,6252,brightness,0.75
1339,train,train_01339.png,images/train_01339.png,9,truck,test,6454,brightness,0.75
1340,train,train_01340.png,images/train_01340.png,5,dog,test,6956,brightness,0.75
1341,train,train_01341.png,images/train_01341.png,0,airplane,test,4530,brightness,0.75
1342,train,train_01342.png,images/train_01342.png,4,deer,test,1592,brightness,0.75
1344,train,train_01344.png,images/train_01344.png,9,truck,train,3027,brightness,0.75
1345,train,train_01345.png,images/train_01345.png,1,bird,test,3679,brightness,0.75
1346,train,train_01346.png,images/train_01346.png,3,cat,train,1101,brightness,0.75
1347,train,train_01347.png,images/train_01347.png,2,car,train,3005,brightness,0.75
1350,train,train_01350.png,images/train_01350.png,1,bird,test,5947,brightness,0.75
1353,train,train_01353.png,images/train_01353.png,8,ship,test,2860,brightness,0.75
1354,train,train_01354.png,images/train_01354.png,9,truck,test,6631,brightness,0.75
1355,train,train_01355.png,images/train_01355.png,2,car,test,5582,brightness,0.75
1356,train,train_01356.png,images/train_01356.png,1,bird,train,877,brightness,0.75
1361,train,train_01361.png,images/train_01361.png,5,dog,train,3892,brightness,0.75
1362,train,train_01362.png,images/train_01362.png,9,truck,train,4277,brightness,0.75
1363,train,train_01363.png,images/train_01363.png,4,deer,train,184,brightness,0.75
1367,train,train_01367.png,images/train_01367.png,8,ship,test,2233,brightness,0.75
1369,train,train_01369.png,images/train_01369.png,4,deer,test,2490,brightness,0.75
1370,train,train_01370.png,images/train_01370.png,2,car,train,400,brightness,0.75
1375,train,train_01375.png,images/train_01375.png,1,bird,train,835,brightness,0.75
1377,train,train_01377.png,images/train_01377.png,7,monkey,test,1831,brightness,0.75
1378,train,train_01378.png,images/train_01378.png,5,dog,train,4989,brightness,0.75
1380,train,train_01380.png,images/train_01380.png,9,truck,train,143,brightness,0.75
1381,train,train_01381.png,images/train_01381.png,2,car,test,4125,brightness,0.75
1382,train,train_01382.png,images/train_01382.png,7,monkey,test,5477,brightness,0.75
1384,train,train_01384.png,images/train_01384.png,6,horse,test,7789,brightness,0.75
1385,train,train_01385.png,images/train_01385.png,3,cat,train,3300,brightness,0.75
1386,train,train_01386.png,images/train_01386.png,4,deer,train,2854,brightness,0.75
1387,train,train_01387.png,images/train_01387.png,3,cat,test,4184,brightness,0.75
1389,train,train_01389.png,images/train_01389.png,6,horse,test,4244,brightness,0.75
1390,train,train_01390.png,images/train_01390.png,1,bird,train,3192,brightness,0.75
1393,train,train_01393.png,images/train_01393.png,5,dog,train,113,brightness,0.75
1397,train,train_01397.png,images/train_01397.png,9,truck,train,1770,brightness,0.75
1399,train,train_01399.png,images/train_01399.png,6,horse,train,3033,brightness,0.75
1401,train,train_01401.png,images/train_01401.png,9,truck,train,1097,brightness,0.75
1403,train,train_01403.png,images/train_01403.png,6,horse,test,7496,brightness,0.75
1405,train,train_01405.png,images/train_01405.png,7,monkey,train,4474,brightness,0.75
1407,train,train_01407.png,images/train_01407.png,1,bird,train,3248,brightness,0.75
1408,train,train_01408.png,images/train_01408.png,4,deer,test,3122,brightness,0.75
1410,train,train_01410.png,images/train_01410.png,5,dog,test,1633,brightness,0.75
1413,train,train_01413.png,images/train_01413.png,6,horse,test,7348,brightness,0.75
1414,train,train_01414.png,images/train_01414.png,4,deer,test,1134,brightness,0.75
1419,train,train_01419.png,images/train_01419.png,3,cat,test,4975,brightness,0.75
1420,train,train_01420.png,images/train_01420.png,7,monkey,train,3273,brightness,0.75
1421,train,train_01421.png,images/train_01421.png,7,monkey,train,782,brightness,0.75
1423,train,train_01423.png,images/train_01423.png,9,truck,test,834,brightness,0.75
1425,train,train_01425.png,images/train_01425.png,1,bird,test,6838,brightness,0.75
1429,train,train_01429.png,images/train_01429.png,2,car,test,7070,brightness,0.75
1430,train,train_01430.png,images/train_01430.png,0,airplane,train,3736,brightness,0.75
1432,train,train_01432.png,images/train_01432.png,4,deer,test,4379,brightness,0.75
1434,train,train_01434.png,images/train_01434.png,9,truck,test,2040,brightness,0.75
1436,train,train_01436.png,images/train_01436.png,5,dog,train,4927,brightness,0.75
1437,train,train_01437.png,images/train_01437.png,6,horse,test,3828,brightness,0.75
1438,train,train_01438.png,images/train_01438.png,6,horse,test,4505,brightness,0.75
1439,train,train_01439.png,images/train_01439.png,4,deer,train,1682,brightness,0.75
1440,train,train_01440.png,images/train_01440.png,6,horse,train,1229,brightness,0.75
1441,train,train_01441.png,images/train_01441.png,1,bird,test,3527,brightness,0.75
1442,train,train_01442.png,images/train_01442.png,1,bird,test,5771,brightness,0.75
1443,train,train_01443.png,images/train_01443.png,1,bird,test,4066,brightness,0.75
1444,train,train_01444.png,images/train_01444.png,3,cat,test,3124,brightness,0.75
1445,train,train_01445.png,images/train_01445.png,3,cat,train,4271,brightness,0.75
1446,train,train_01446.png,images/train_01446.png,2,car,train,4053,brightness,0.75
1447,train,train_01447.png,images/train_01447.png,6,horse,test,7618,brightness,0.75
1448,train,train_01448.png,images/train_01448.png,0,airplane,test,3715,brightness,0.75
1450,train,train_01450.png,images/train_01450.png,8,ship,train,3660,brightness,0.75
1451,train,train_01451.png,images/train_01451.png,4,deer,test,2143,brightness,0.75
1454,train,train_01454.png,images/train_01454.png,6,horse,train,3503,brightness,0.75
1455,train,train_01455.png,images/train_01455.png,3,cat,train,2435,brightness,0.75
1458,train,train_01458.png,images/train_01458.png,9,truck,train,1480,brightness,0.75
1460,train,train_01460.png,images/train_01460.png,1,bird,test,6342,brightness,0.75
1461,train,train_01461.png,images/train_01461.png,9,truck,train,4406,brightness,0.75
1463,train,train_01463.png,images/train_01463.png,0,airplane,test,1830,brightness,0.75
1465,train,train_01465.png,images/train_01465.png,8,ship,test,3477,brightness,0.75
1466,train,train_01466.png,images/train_01466.png,3,cat,test,1916,brightness,0.75
1469,train,train_01469.png,images/train_01469.png,4,deer,train,3129,brightness,0.75
1470,train,train_01470.png,images/train_01470.png,2,car,test,6807,brightness,0.75
1471,train,train_01471.png,images/train_01471.png,5,dog,test,7474,brightness,0.75
1472,train,train_01472.png,images/train_01472.png,9,truck,test,1505,brightness,0.75
1475,train,train_01475.png,images/train_01475.png,9,truck,train,1913,brightness,0.75
1476,train,train_01476.png,images/train_01476.png,5,dog,test,5587,brightness,0.75
1477,train,train_01477.png,images/train_01477.png,6,horse,train,2525,brightness,0.75
1478,train,train_01478.png,images/train_01478.png,8,ship,test,7818,brightness,0.75
1481,train,train_01481.png,images/train_01481.png,4,deer,train,4867,brightness,0.75
1485,train,train_01485.png,images/train_01485.png,6,horse,test,2029,brightness,0.75
1491,train,train_01491.png,images/train_01491.png,6,horse,train,4815,brightness,0.75
1492,train,train_01492.png,images/train_01492.png,4,deer,test,1171,brightness,0.75
1497,train,train_01497.png,images/train_01497.png,6,horse,train,4916,brightness,0.75
1498,train,train_01498.png,images/train_01498.png,3,cat,train,4594,brightness,0.75
1499,train,train_01499.png,images/train_01499.png,0,airplane,test,6488,brightness,0.75
1502,train,train_01502.png,images/train_01502.png,5,dog,test,3116,brightness,0.75
1503,train,train_01503.png,images/train_01503.png,7,monkey,train,3239,brightness,0.75
1504,train,train_01504.png,images/train_01504.png,4,deer,train,1799,brightness,0.75
1506,train,train_01506.png,images/train_01506.png,2,car,train,4268,brightness,0.75
1509,train,train_01509.png,images/train_01509.png,0,airplane,test,6829,brightness,0.75
1510,train,train_01510.png,images/train_01510.png,6,horse,train,1409,brightness,0.75
1511,train,train_01511.png,images/train_01511.png,7,monkey,train,734,brightness,0.75
1512,train,train_01512.png,images/train_01512.png,4,deer,train,2634,brightness,0.75
1514,train,train_01514.png,images/train_01514.png,3,cat,test,2622,brightness,0.75
1515,train,train_01515.png,images/train_01515.png,6,horse,train,3086,brightness,0.75
1516,train,train_01516.png,images/train_01516.png,9,truck,train,3638,brightness,0.75
1518,train,train_01518.png,images/train_01518.png,4,deer,test,6928,brightness,0.75
1519,train,train_01519.png,images/train_01519.png,5,dog,train,2553,brightness,0.75
1520,train,train_01520.png,images/train_01520.png,4,deer,train,619,brightness,0.75
1522,train,train_01522.png,images/train_01522.png,9,truck,test,908,brightness,0.75
1523,train,train_01523.png,images/train_01523.png,5,dog,train,97,brightness,0.75
1525,train,train_01525.png,images/train_01525.png,6,horse,train,3032,brightness,0.75
1526,train,train_01526.png,images/train_01526.png,4,deer,test,2597,brightness,0.75
1527,train,train_01527.png,images/train_01527.png,1,bird,train,4347,brightness,0.75
1529,train,train_01529.png,images/train_01529.png,4,deer,train,4634,brightness,0.75
1531,train,train_01531.png,images/train_01531.png,6,horse,train,1377,brightness,0.75
1532,train,train_01532.png,images/train_01532.png,5,dog,train,2228,brightness,0.75
1533,train,train_01533.png,images/train_01533.png,4,deer,test,356,brightness,0.75
1537,train,train_01537.png,images/train_01537.png,8,ship,test,6914,brightness,0.75
1538,train,train_01538.png,images/train_01538.png,9,truck,train,1513,brightness,0.75
1540,train,train_01540.png,images/train_01540.png,5,dog,test,6942,brightness,0.75
1541,train,train_01541.png,images/train_01541.png,5,dog,train,2065,brightness,0.75
1542,train,train_01542.png,images/train_01542.png,0,airplane,test,4211,brightness,0.75
1543,train,train_01543.png,images/train_01543.png,3,cat,train,1927,brightness,0.75
1545,train,train_01545.png,images/train_01545.png,1,bird,test,7011,brightness,0.75
1546,train,train_01546.png,images/train_01546.png,9,truck,train,4558,brightness,0.75
1547,train,train_01547.png,images/train_01547.png,5,dog,test,3190,brightness,0.75
1549,train,train_01549.png,images/train_01549.png,4,deer,test,2388,brightness,0.75
1550,train,train_01550.png,images/train_01550.png,4,deer,train,2195,brightness,0.75
1552,train,train_01552.png,images/train_01552.png,6,horse,test,7630,brightness,0.75
1553,train,train_01553.png,images/train_01553.png,7,monkey,train,1526,brightness,0.75
1555,train,train_01555.png,images/train_01555.png,5,dog,test,6519,brightness,0.75
1556,train,train_01556.png,images/train_01556.png,3,cat,train,1154,brightness,0.75
1557,train,train_01557.png,images/train_01557.png,3,cat,test,3579,brightness,0.75
1560,train,train_01560.png,images/train_01560.png,5,dog,test,2954,brightness,0.75
1562,train,train_01562.png,images/train_01562.png,4,deer,train,3586,brightness,0.75
1563,train,train_01563.png,images/train_01563.png,8,ship,test,1037,brightness,0.75
1565,train,train_01565.png,images/train_01565.png,9,truck,test,4022,brightness,0.75
1567,train,train_01567.png,images/train_01567.png,4,deer,test,6588,brightness,0.75
1568,train,train_01568.png,images/train_01568.png,5,dog,train,1155,brightness,0.75
1570,train,train_01570.png,images/train_01570.png,2,car,train,576,brightness,0.75
1571,train,train_01571.png,images/train_01571.png,7,monkey,train,4911,brightness,0.75
1572,train,train_01572.png,images/train_01572.png,6,horse,train,3571,brightness,0.75
1573,train,train_01573.png,images/train_01573.png,6,horse,test,1347,brightness,0.75
1574,train,train_01574.png,images/train_01574.png,6,horse,test,2680,brightness,0.75
1575,train,train_01575.png,images/train_01575.png,2,car,test,6468,brightness,0.75
1576,train,train_01576.png,images/train_01576.png,2,car,test,7192,brightness,0.75
1579,train,train_01579.png,images/train_01579.png,0,airplane,train,695,brightness,0.75
1580,train,train_01580.png,images/train_01580.png,0,airplane,test,5475,brightness,0.75
1582,train,train_01582.png,images/train_01582.png,0,airplane,train,1222,brightness,0.75
1584,train,train_01584.png,images/train_01584.png,0,airplane,train,3341,brightness,0.75
1585,train,train_01585.png,images/train_01585.png,0,airplane,train,3413,brightness,0.75
1586,train,train_01586.png,images/train_01586.png,9,truck,test,3984,brightness,0.75
1587,train,train_01587.png,images/train_01587.png,1,bird,train,3761,brightness,0.75
1589,train,train_01589.png,images/train_01589.png,9,truck,test,4780,brightness,0.75
1590,train,train_01590.png,images/train_01590.png,6,horse,test,5935,brightness,0.75
1592,train,train_01592.png,images/train_01592.png,3,cat,train,3146,brightness,0.75
1593,train,train_01593.png,images/train_01593.png,3,cat,train,127,brightness,0.75
1594,train,train_01594.png,images/train_01594.png,0,airplane,train,397,brightness,0.75
1596,train,train_01596.png,images/train_01596.png,2,car,test,6574,brightness,0.75
1597,train,train_01597.png,images/train_01597.png,0,airplane,train,579,brightness,0.75
1598,train,train_01598.png,images/train_01598.png,4,deer,test,7642,brightness,0.75
1600,train,train_01600.png,images/train_01600.png,3,cat,test,1840,brightness,0.75
1601,train,train_01601.png,images/train_01601.png,1,bird,train,40,brightness,0.75
1602,train,train_01602.png,images/train_01602.png,8,ship,test,556,brightness,0.75
1603,train,train_01603.png,images/train_01603.png,6,horse,test,5385,brightness,0.75
1604,train,train_01604.png,images/train_01604.png,3,cat,train,4309,brightness,0.75
1605,train,train_01605.png,images/train_01605.png,1,bird,train,1087,brightness,0.75
1606,train,train_01606.png,images/train_01606.png,5,dog,train,1271,brightness,0.75
1608,train,train_01608.png,images/train_01608.png,5,dog,test,1732,brightness,0.75
1610,train,train_01610.png,images/train_01610.png,7,monkey,test,5703,brightness,0.75
1611,train,train_01611.png,images/train_01611.png,7,monkey,train,4312,brightness,0.75
1614,train,train_01614.png,images/train_01614.png,7,monkey,test,4792,brightness,0.75
1615,train,train_01615.png,images/train_01615.png,5,dog,test,6029,brightness,0.75
1617,train,train_01617.png,images/train_01617.png,2,car,train,3667,brightness,0.75
1619,train,train_01619.png,images/train_01619.png,1,bird,test,7851,brightness,0.75
1620,train,train_01620.png,images/train_01620.png,5,dog,test,337,brightness,0.75
1621,train,train_01621.png,images/train_01621.png,5,dog,train,936,brightness,0.75
1622,train,train_01622.png,images/train_01622.png,4,deer,train,2300,brightness,0.75
1623,train,train_01623.png,images/train_01623.png,9,truck,test,1515,brightness,0.75
1624,train,train_01624.png,images/train_01624.png,9,truck,train,1873,brightness,0.75
1627,train,train_01627.png,images/train_01627.png,6,horse,test,7933,brightness,0.75
1629,train,train_01629.png,images/train_01629.png,5,dog,train,2455,brightness,0.75
1630,train,train_01630.png,images/train_01630.png,1,bird,test,2687,brightness,0.75
1631,train,train_01631.png,images/train_01631.png,9,truck,train,1704,brightness,0.75
1636,train,train_01636.png,images/train_01636.png,0,airplane,test,3306,brightness,0.75
1637,train,train_01637.png,images/train_01637.png,1,bird,test,2820,brightness,0.75
1639,train,train_01639.png,images/train_01639.png,9,truck,train,4098,brightness,0.75
1640,train,train_01640.png,images/train_01640.png,6,horse,test,848,brightness,0.75
1641,train,train_01641.png,images/train_01641.png,1,bird,test,3053,brightness,0.75
1643,train,train_01643.png,images/train_01643.png,3,cat,test,3340,brightness,0.75
1644,train,train_01644.png,images/train_01644.png,9,truck,test,6384,brightness,0.75
1646,train,train_01646.png,images/train_01646.png,0,airplane,train,3110,brightness,0.75
1648,train,train_01648.png,images/train_01648.png,5,dog,test,6008,brightness,0.75
1649,train,train_01649.png,images/train_01649.png,2,car,train,3077,brightness,0.75
1650,train,train_01650.png,images/train_01650.png,3,cat,test,1140,brightness,0.75
1651,train,train_01651.png,images/train_01651.png,3,cat,test,2438,brightness,0.75
1654,train,train_01654.png,images/train_01654.png,6,horse,train,3343,brightness,0.75
1657,train,train_01657.png,images/train_01657.png,4,deer,train,1697,brightness,0.75
1661,train,train_01661.png,images/train_01661.png,6,horse,test,5782,brightness,0.75
1662,train,train_01662.png,images/train_01662.png,9,truck,train,1022,brightness,0.75
1666,train,train_01666.png,images/train_01666.png,0,airplane,test,3488,brightness,0.75
1669,train,train_01669.png,images/train_01669.png,5,dog,train,2753,brightness,0.75
1670,train,train_01670.png,images/train_01670.png,1,bird,train,1359,brightness,0.75
1671,train,train_01671.png,images/train_01671.png,6,horse,test,2136,brightness,0.75
1673,train,train_01673.png,images/train_01673.png,1,bird,test,7056,brightness,0.75
1674,train,train_01674.png,images/train_01674.png,8,ship,train,52,brightness,0.75
1675,train,train_01675.png,images/train_01675.png,6,horse,test,3062,brightness,0.75
1676,train,train_01676.png,images/train_01676.png,5,dog,train,3665,brightness,0.75
1677,train,train_01677.png,images/train_01677.png,4,deer,test,5213,brightness,0.75
1682,train,train_01682.png,images/train_01682.png,9,truck,test,6557,brightness,0.75
1683,train,train_01683.png,images/train_01683.png,9,truck,test,7164,brightness,0.75
1684,train,train_01684.png,images/train_01684.png,2,car,train,1946,brightness,0.75
1685,train,train_01685.png,images/train_01685.png,0,airplane,train,3469,brightness,0.75
1687,train,train_01687.png,images/train_01687.png,9,truck,test,5182,brightness,0.75
1688,train,train_01688.png,images/train_01688.png,6,horse,test,383,brightness,0.75
1690,train,train_01690.png,images/train_01690.png,8,ship,train,1481,brightness,0.75
1691,train,train_01691.png,images/train_01691.png,7,monkey,test,6333,brightness,0.75
1692,train,train_01692.png,images/train_01692.png,9,truck,test,4854,brightness,0.75
1694,train,train_01694.png,images/train_01694.png,2,car,test,4512,brightness,0.75
1695,train,train_01695.png,images/train_01695.png,8,ship,train,4929,brightness,0.75
1696,train,train_01696.png,images/train_01696.png,9,truck,test,5682,brightness,0.75
1697,train,train_01697.png,images/train_01697.png,9,truck,train,1634,brightness,0.75
1698,train,train_01698.png,images/train_01698.png,5,dog,test,2348,brightness,0.75
1699,train,train_01699.png,images/train_01699.png,4,deer,train,735,brightness,0.75
1701,train,train_01701.png,images/train_01701.png,6,horse,train,2092,brightness,0.75
1702,train,train_01702.png,images/train_01702.png,2,car,test,7928,brightness,0.75
1705,train,train_01705.png,images/train_01705.png,6,horse,test,933,brightness,0.75
1706,train,train_01706.png,images/train_01706.png,4,deer,train,1708,brightness,0.75
1707,train,train_01707.png,images/train_01707.png,5,dog,train,2670,brightness,0.75
1708,train,train_01708.png,images/train_01708.png,1,bird,train,173,brightness,0.75
1712,train,train_01712.png,images/train_01712.png,5,dog,test,97,brightness,0.75
1713,train,train_01713.png,images/train_01713.png,2,car,train,2343,brightness,0.75
1715,train,train_01715.png,images/train_01715.png,4,deer,test,7054,brightness,0.75
1716,train,train_01716.png,images/train_01716.png,0,airplane,test,2027,brightness,0.75
1717,train,train_01717.png,images/train_01717.png,6,horse,test,749,brightness,0.75
1718,train,train_01718.png,images/train_01718.png,9,truck,train,4746,brightness,0.75
1719,train,train_01719.png,images/train_01719.png,9,truck,test,6664,brightness,0.75
1720,train,train_01720.png,images/train_01720.png,9,truck,train,1383,brightness,0.75
1723,train,train_01723.png,images/train_01723.png,7,monkey,test,5995,brightness,0.75
1727,train,train_01727.png,images/train_01727.png,8,ship,test,4662,brightness,0.75
1728,train,train_01728.png,images/train_01728.png,9,truck,train,2244,brightness,0.75
1730,train,train_01730.png,images/train_01730.png,8,ship,test,6286,brightness,0.75
1731,train,train_01731.png,images/train_01731.png,2,car,test,5610,brightness,0.75
1732,train,train_01732.png,images/train_01732.png,4,deer,test,6636,brightness,0.75
1733,train,train_01733.png,images/train_01733.png,3,cat,train,1173,brightness,0.75
1734,train,train_01734.png,images/train_01734.png,9,truck,test,320,brightness,0.75
1736,train,train_01736.png,images/train_01736.png,5,dog,test,5297,brightness,0.75
1737,train,train_01737.png,images/train_01737.png,0,airplane,test,68,brightness,0.75
1739,train,train_01739.png,images/train_01739.png,4,deer,train,2516,brightness,0.75
1740,train,train_01740.png,images/train_01740.png,9,truck,test,2154,brightness,0.75
1741,train,train_01741.png,images/train_01741.png,1,bird,test,5214,brightness,0.75
1743,train,train_01743.png,images/train_01743.png,0,airplane,train,31,brightness,0.75
1744,train,train_01744.png,images/train_01744.png,5,dog,train,1149,brightness,0.75
1745,train,train_01745.png,images/train_01745.png,5,dog,train,4562,brightness,0.75
1746,train,train_01746.png,images/train_01746.png,5,dog,test,6716,brightness,0.75
1747,train,train_01747.png,images/train_01747.png,4,deer,train,2362,brightness,0.75
1748,train,train_01748.png,images/train_01748.png,5,dog,test,6318,brightness,0.75
1750,train,train_01750.png,images/train_01750.png,3,cat,train,1233,brightness,0.75
1754,train,train_01754.png,images/train_01754.png,1,bird,test,7906,brightness,0.75
1756,train,train_01756.png,images/train_01756.png,4,deer,train,2658,brightness,0.75
1761,train,train_01761.png,images/train_01761.png,2,car,train,4176,brightness,0.75
1762,train,train_01762.png,images/train_01762.png,7,monkey,test,7336,brightness,0.75
1763,train,train_01763.png,images/train_01763.png,6,horse,train,2708,brightness,0.75
1765,train,train_01765.png,images/train_01765.png,9,truck,test,2198,brightness,0.75
1766,train,train_01766.png,images/train_01766.png,6,horse,test,1906,brightness,0.75
1768,train,train_01768.png,images/train_01768.png,6,horse,train,4908,brightness,0.75
1769,train,train_01769.png,images/train_01769.png,1,bird,test,4640,brightness,0.75
1771,train,train_01771.png,images/train_01771.png,2,car,test,1179,brightness,0.75
1773,train,train_01773.png,images/train_01773.png,1,bird,train,3869,brightness,0.75
1774,train,train_01774.png,images/train_01774.png,7,monkey,test,2124,brightness,0.75
1775,train,train_01775.png,images/train_01775.png,0,airplane,train,2434,brightness,0.75
1776,train,train_01776.png,images/train_01776.png,6,horse,test,7829,brightness,0.75
1777,train,train_01777.png,images/train_01777.png,7,monkey,test,7017,brightness,0.75
1778,train,train_01778.png,images/train_01778.png,8,ship,test,4524,brightness,0.75
1779,train,train_01779.png,images/train_01779.png,7,monkey,test,1593,brightness,0.75
1781,train,train_01781.png,images/train_01781.png,5,dog,test,5017,brightness,0.75
1784,train,train_01784.png,images/train_01784.png,9,truck,train,4064,brightness,0.75
1785,train,train_01785.png,images/train_01785.png,8,ship,train,4555,brightness,0.75
1786,train,train_01786.png,images/train_01786.png,0,airplane,test,5492,brightness,0.75
1788,train,train_01788.png,images/train_01788.png,3,cat,test,5746,brightness,0.75
1789,train,train_01789.png,images/train_01789.png,1,bird,test,899,brightness,0.75
1791,train,train_01791.png,images/train_01791.png,4,deer,train,4264,brightness,0.75
1793,train,train_01793.png,images/train_01793.png,5,dog,test,2205,brightness,0.75
1794,train,train_01794.png,images/train_01794.png,0,airplane,test,1043,brightness,0.75
1795,train,train_01795.png,images/train_01795.png,8,ship,test,3009,brightness,0.75
1797,train,train_01797.png,images/train_01797.png,4,deer,train,2359,brightness,0.75
1798,train,train_01798.png,images/train_01798.png,4,deer,train,3042,brightness,0.75
1801,train,train_01801.png,images/train_01801.png,1,bird,train,2987,brightness,0.75
1802,train,train_01802.png,images/train_01802.png,7,monkey,train,2388,brightness,0.75
1803,train,train_01803.png,images/train_01803.png,8,ship,test,2349,brightness,0.75
1805,train,train_01805.png,images/train_01805.png,2,car,test,231,brightness,0.75
1807,train,train_01807.png,images/train_01807.png,7,monkey,train,3244,brightness,0.75
1809,train,train_01809.png,images/train_01809.png,3,cat,train,4497,brightness,0.75
1810,train,train_01810.png,images/train_01810.png,3,cat,train,476,brightness,0.75
1812,train,train_01812.png,images/train_01812.png,9,truck,test,417,brightness,0.75
1813,train,train_01813.png,images/train_01813.png,2,car,test,70,brightness,0.75
1815,train,train_01815.png,images/train_01815.png,2,car,train,4941,brightness,0.75
1817,train,train_01817.png,images/train_01817.png,9,truck,train,2107,brightness,0.75
1818,train,train_01818.png,images/train_01818.png,9,truck,train,1962,brightness,0.75
1819,train,train_01819.png,images/train_01819.png,9,truck,test,7558,brightness,0.75
1820,train,train_01820.png,images/train_01820.png,0,airplane,test,4050,brightness,0.75
1821,train,train_01821.png,images/train_01821.png,7,monkey,test,5586,brightness,0.75
1823,train,train_01823.png,images/train_01823.png,9,truck,train,3914,brightness,0.75
1824,train,train_01824.png,images/train_01824.png,4,deer,test,3296,brightness,0.75
1827,train,train_01827.png,images/train_01827.png,3,cat,train,2095,brightness,0.75
1829,train,train_01829.png,images/train_01829.png,3,cat,test,4174,brightness,0.75
1830,train,train_01830.png,images/train_01830.png,1,bird,test,7557,brightness,0.75
1833,train,train_01833.png,images/train_01833.png,6,horse,train,3160,brightness,0.75
1835,train,train_01835.png,images/train_01835.png,7,monkey,train,4599,brightness,0.75
1836,train,train_01836.png,images/train_01836.png,5,dog,test,4417,brightness,0.75
1839,train,train_01839.png,images/train_01839.png,3,cat,test,265,brightness,0.75
1840,train,train_01840.png,images/train_01840.png,8,ship,test,1845,brightness,0.75
1841,train,train_01841.png,images/train_01841.png,6,horse,test,7384,brightness,0.75
1842,train,train_01842.png,images/train_01842.png,3,cat,test,1343,brightness,0.75
1843,train,train_01843.png,images/train_01843.png,1,bird,train,1350,brightness,0.75
1844,train,train_01844.png,images/train_01844.png,0,airplane,train,975,brightness,0.75
1847,train,train_01847.png,images/train_01847.png,3,cat,test,3115,brightness,0.75
1848,train,train_01848.png,images/train_01848.png,9,truck,test,3622,brightness,0.75
1853,train,train_01853.png,images/train_01853.png,4,deer,train,1575,brightness,0.75
1856,train,train_01856.png,images/train_01856.png,0,airplane,test,5370,brightness,0.75
1859,train,train_01859.png,images/train_01859.png,1,bird,train,38,brightness,0.75
1860,train,train_01860.png,images/train_01860.png,8,ship,test,2968,brightness,0.75
1862,train,train_01862.png,images/train_01862.png,6,horse,test,3792,brightness,0.75
1864,train,train_01864.png,images/train_01864.png,8,ship,train,2873,brightness,0.75
1865,train,train_01865.png,images/train_01865.png,7,monkey,train,3913,brightness,0.75
1867,train,train_01867.png,images/train_01867.png,4,deer,test,1270,brightness,0.75
1868,train,train_01868.png,images/train_01868.png,4,deer,train,2902,brightness,0.75
1869,train,train_01869.png,images/train_01869.png,6,horse,train,334,brightness,0.75
1870,train,train_01870.png,images/train_01870.png,1,bird,train,3396,brightness,0.75
1871,train,train_01871.png,images/train_01871.png,9,truck,test,1044,brightness,0.75
1872,train,train_01872.png,images/train_01872.png,9,truck,train,4056,brightness,0.75
1874,train,train_01874.png,images/train_01874.png,4,deer,train,4382,brightness,0.75
1877,train,train_01877.png,images/train_01877.png,1,bird,test,1511,brightness,0.75
1878,train,train_01878.png,images/train_01878.png,6,horse,train,1518,brightness,0.75
1879,train,train_01879.png,images/train_01879.png,0,airplane,train,2932,brightness,0.75
1880,train,train_01880.png,images/train_01880.png,5,dog,train,2006,brightness,0.75
1881,train,train_01881.png,images/train_01881.png,7,monkey,test,7267,brightness,0.75
1883,train,train_01883.png,images/train_01883.png,5,dog,test,6489,brightness,0.75
1884,train,train_01884.png,images/train_01884.png,7,monkey,train,1486,brightness,0.75
1885,train,train_01885.png,images/train_01885.png,6,horse,train,1135,brightness,0.75
