index,split,image_filename,relative_path,label,class_name,source_split,source_index,source_filename,noise_type,feature_noise_type,feature_noise_value,label_noise_type,label_noise_value,original_label,original_class_name,label_noise_applied
2445,train,train_02445.jpg,images/train_02445.jpg,57,geranium,test,2872,image_02679.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,57,geranium,0
2446,train,train_02446.jpg,images/train_02446.jpg,26,prince of wales feathers,test,846,image_03410.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,22,fritillary,1
2447,train,train_02447.jpg,images/train_02447.jpg,94,bougainvillea,train,559,image_02761.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,55,bishop of llandaff,1
2448,train,train_02448.jpg,images/train_02448.jpg,40,barbeton daisy,test,1582,image_02276.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,40,barbeton daisy,0
2449,train,train_02449.jpg,images/train_02449.jpg,64,californian poppy,train,642,image_03237.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,64,californian poppy,0
2450,train,train_02450.jpg,images/train_02450.jpg,35,ruby-lipped cattleya,train,355,image_04338.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,35,ruby-lipped cattleya,0
2451,train,train_02451.jpg,images/train_02451.jpg,1,hard-leaved pocket orchid,test,43,image_05122.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,1,hard-leaved pocket orchid,0
2452,train,train_02452.jpg,images/train_02452.jpg,54,pelargonium,test,2693,image_04752.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,54,pelargonium,0
2453,train,train_02453.jpg,images/train_02453.jpg,42,sword lily,test,1708,image_02379.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,42,sword lily,0
2454,train,train_02454.jpg,images/train_02454.jpg,16,purple coneflower,test,612,image_03868.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,16,purple coneflower,0
2455,train,train_02455.jpg,images/train_02455.jpg,1,hard-leaved pocket orchid,test,4053,image_02495.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,75,morning glory,1
2457,train,train_02457.jpg,images/train_02457.jpg,75,morning glory,test,4021,image_02453.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,75,morning glory,0
2458,train,train_02458.jpg,images/train_02458.jpg,10,snapdragon,test,351,image_03133.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,10,snapdragon,0
2460,train,train_02460.jpg,images/train_02460.jpg,1,hard-leaved pocket orchid,test,21,image_05088.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,1,hard-leaved pocket orchid,0
2461,train,train_02461.jpg,images/train_02461.jpg,39,lenten rose,test,1465,image_04562.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,39,lenten rose,0
2463,train,train_02463.jpg,images/train_02463.jpg,71,azalea,train,711,image_03612.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,71,azalea,0
2464,train,train_02464.jpg,images/train_02464.jpg,101,blackberry lily,test,1539,image_02225.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,40,barbeton daisy,1
2465,train,train_02465.jpg,images/train_02465.jpg,27,stemless gentian,test,1001,image_05255.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,27,stemless gentian,0
2468,train,train_02468.jpg,images/train_02468.jpg,40,barbeton daisy,val,408,image_02215.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,40,barbeton daisy,0
2469,train,train_02469.jpg,images/train_02469.jpg,16,purple coneflower,test,632,image_03894.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,16,purple coneflower,0
2470,train,train_02470.jpg,images/train_02470.jpg,13,spear thistle,train,132,image_06087.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,13,spear thistle,0
2471,train,train_02471.jpg,images/train_02471.jpg,88,watercress,test,5301,image_00681.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,88,watercress,0
2472,train,train_02472.jpg,images/train_02472.jpg,45,wallflower,test,1873,image_00960.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,0
2473,train,train_02473.jpg,images/train_02473.jpg,1,hard-leaved pocket orchid,test,56,image_05140.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,1,hard-leaved pocket orchid,0
2474,train,train_02474.jpg,images/train_02474.jpg,7,bird of paradise,train,75,image_03362.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,7,bird of paradise,0
2475,train,train_02475.jpg,images/train_02475.jpg,97,mexican petunia,test,5957,image_07760.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,97,mexican petunia,0
2477,train,train_02477.jpg,images/train_02477.jpg,12,king protea,test,481,image_05782.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,12,king protea,0
2478,train,train_02478.jpg,images/train_02478.jpg,80,frangipani,test,4698,image_00943.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,80,frangipani,0
2480,train,train_02480.jpg,images/train_02480.jpg,3,sweet pea,train,31,image_05640.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,3,sweet pea,0
2481,train,train_02481.jpg,images/train_02481.jpg,14,yellow iris,train,148,image_06364.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,14,yellow iris,0
2483,train,train_02483.jpg,images/train_02483.jpg,60,cautleya spicata,test,3098,image_06296.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,60,cautleya spicata,0
2484,train,train_02484.jpg,images/train_02484.jpg,82,hibiscus,test,4807,image_01711.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,82,hibiscus,0
2485,train,train_02485.jpg,images/train_02485.jpg,63,silverbush,test,3182,image_06121.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,63,silverbush,0
2486,train,train_02486.jpg,images/train_02486.jpg,72,water lily,test,322,image_03095.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,10,snapdragon,1
2487,train,train_02487.jpg,images/train_02487.jpg,1,hard-leaved pocket orchid,test,3109,image_07282.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,61,japanese anemone,1
2488,train,train_02488.jpg,images/train_02488.jpg,51,wild pansy,train,518,image_04234.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,51,wild pansy,0
2489,train,train_02489.jpg,images/train_02489.jpg,88,watercress,test,5319,image_00702.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,88,watercress,0
2490,train,train_02490.jpg,images/train_02490.jpg,57,geranium,val,27,image_06645.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,2,canterbury bells,1
2491,train,train_02491.jpg,images/train_02491.jpg,96,mallow,test,5926,image_07721.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,96,mallow,0
2492,train,train_02492.jpg,images/train_02492.jpg,57,geranium,test,2894,image_02707.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,57,geranium,0
2493,train,train_02493.jpg,images/train_02493.jpg,25,corn poppy,train,513,image_04236.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,51,wild pansy,1
2494,train,train_02494.jpg,images/train_02494.jpg,83,columbine,test,457,image_05745.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,12,king protea,1
2495,train,train_02495.jpg,images/train_02495.jpg,96,mallow,val,965,image_07701.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,96,mallow,0
2496,train,train_02496.jpg,images/train_02496.jpg,65,osteospermum,test,3301,image_05549.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,65,osteospermum,0
2497,train,train_02497.jpg,images/train_02497.jpg,83,columbine,test,4939,image_02599.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,83,columbine,0
2498,train,train_02498.jpg,images/train_02498.jpg,87,cyclamen,test,5139,image_00496.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,87,cyclamen,0
2500,train,train_02500.jpg,images/train_02500.jpg,45,wallflower,test,1950,image_01047.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,0
2502,train,train_02502.jpg,images/train_02502.jpg,55,bishop of llandaff,test,2714,image_02767.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,55,bishop of llandaff,0
2503,train,train_02503.jpg,images/train_02503.jpg,65,osteospermum,test,3291,image_05537.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,65,osteospermum,0
2504,train,train_02504.jpg,images/train_02504.jpg,31,garden phlox,test,2423,image_01406.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,1
2506,train,train_02506.jpg,images/train_02506.jpg,51,wild pansy,train,308,image_08065.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,30,carnation,1
2507,train,train_02507.jpg,images/train_02507.jpg,5,tiger lily,test,184,image_08107.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,5,tiger lily,0
2508,train,train_02508.jpg,images/train_02508.jpg,100,trumpet creeper,test,2348,image_01423.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,1
2509,train,train_02509.jpg,images/train_02509.jpg,50,petunia,test,2328,image_01398.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
2511,train,train_02511.jpg,images/train_02511.jpg,45,wallflower,train,450,image_01019.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,0
2512,train,train_02512.jpg,images/train_02512.jpg,76,passion flower,test,1208,image_06471.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,32,love in the mist,1
2513,train,train_02513.jpg,images/train_02513.jpg,1,hard-leaved pocket orchid,test,53,image_05135.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,1,hard-leaved pocket orchid,0
2514,train,train_02514.jpg,images/train_02514.jpg,17,peruvian lily,test,697,image_04311.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,17,peruvian lily,0
2515,train,train_02515.jpg,images/train_02515.jpg,0,pink primrose,test,8,image_06751.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,0,pink primrose,0
2516,train,train_02516.jpg,images/train_02516.jpg,97,mexican petunia,test,5993,image_07808.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,97,mexican petunia,0
2517,train,train_02517.jpg,images/train_02517.jpg,45,wallflower,val,214,image_05354.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,21,pincushion flower,1
2518,train,train_02518.jpg,images/train_02518.jpg,59,pink-yellow dahlia?,test,2997,image_02940.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,59,pink-yellow dahlia?,0
2519,train,train_02519.jpg,images/train_02519.jpg,50,petunia,test,2272,image_01481.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
2521,train,train_02521.jpg,images/train_02521.jpg,43,poinsettia,test,1825,image_01565.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,43,poinsettia,0
2522,train,train_02522.jpg,images/train_02522.jpg,79,anthurium,test,4545,image_02056.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,79,anthurium,0
2523,train,train_02523.jpg,images/train_02523.jpg,46,marigold,test,2058,image_04983.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,46,marigold,0
2525,train,train_02525.jpg,images/train_02525.jpg,79,anthurium,test,3582,image_03633.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,71,azalea,1
2527,train,train_02527.jpg,images/train_02527.jpg,44,bolero deep blue,test,1854,image_07157.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,44,bolero deep blue,0
2528,train,train_02528.jpg,images/train_02528.jpg,44,bolero deep blue,train,443,image_07136.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,44,bolero deep blue,0
2529,train,train_02529.jpg,images/train_02529.jpg,79,anthurium,test,4544,image_02054.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,79,anthurium,0
2531,train,train_02531.jpg,images/train_02531.jpg,92,ball moss,test,5572,image_06036.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,92,ball moss,0
2532,train,train_02532.jpg,images/train_02532.jpg,87,cyclamen,test,5130,image_00484.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,87,cyclamen,0
2533,train,train_02533.jpg,images/train_02533.jpg,45,wallflower,test,1879,image_00967.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,0
2536,train,train_02536.jpg,images/train_02536.jpg,97,mexican petunia,test,5970,image_07776.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,97,mexican petunia,0
2537,train,train_02537.jpg,images/train_02537.jpg,96,mallow,val,123,image_05757.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,12,king protea,1
2538,train,train_02538.jpg,images/train_02538.jpg,93,foxglove,test,5702,image_07442.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,93,foxglove,0
2539,train,train_02539.jpg,images/train_02539.jpg,18,balloon flower,test,3228,image_03214.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,64,californian poppy,1
2540,train,train_02540.jpg,images/train_02540.jpg,36,cape flower,test,1336,image_03753.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,36,cape flower,0
2544,train,train_02544.jpg,images/train_02544.jpg,28,artichoke,train,281,image_04142.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,28,artichoke,0
2545,train,train_02545.jpg,images/train_02545.jpg,31,garden phlox,train,313,image_05601.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,31,garden phlox,0
2546,train,train_02546.jpg,images/train_02546.jpg,81,clematis,train,813,image_01627.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,81,clematis,0
2547,train,train_02547.jpg,images/train_02547.jpg,75,morning glory,test,4071,image_02518.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,75,morning glory,0
2548,train,train_02548.jpg,images/train_02548.jpg,72,water lily,test,3658,image_00329.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,72,water lily,0
2549,train,train_02549.jpg,images/train_02549.jpg,29,sweet william,test,1095,image_03493.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,29,sweet william,0
2550,train,train_02550.jpg,images/train_02550.jpg,64,californian poppy,test,3218,image_03204.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,64,californian poppy,0
2551,train,train_02551.jpg,images/train_02551.jpg,96,mallow,test,6128,image_08012.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,101,blackberry lily,1
2553,train,train_02553.jpg,images/train_02553.jpg,72,water lily,test,3647,image_00317.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,72,water lily,0
2554,train,train_02554.jpg,images/train_02554.jpg,46,marigold,test,2081,image_05017.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,46,marigold,0
2555,train,train_02555.jpg,images/train_02555.jpg,55,bishop of llandaff,test,2728,image_02785.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,55,bishop of llandaff,0
2556,train,train_02556.jpg,images/train_02556.jpg,90,hippeastrum,test,193,image_07208.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,6,moon orchid,1
2557,train,train_02557.jpg,images/train_02557.jpg,71,azalea,test,3561,image_03608.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,71,azalea,0
2558,train,train_02558.jpg,images/train_02558.jpg,39,lenten rose,val,392,image_04567.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,39,lenten rose,0
2559,train,train_02559.jpg,images/train_02559.jpg,35,ruby-lipped cattleya,test,1297,image_04375.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,35,ruby-lipped cattleya,0
2561,train,train_02561.jpg,images/train_02561.jpg,63,silverbush,test,3191,image_06137.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,63,silverbush,0
2563,train,train_02563.jpg,images/train_02563.jpg,60,cautleya spicata,test,3073,image_06259.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,60,cautleya spicata,0
2564,train,train_02564.jpg,images/train_02564.jpg,79,anthurium,test,4522,image_02032.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,79,anthurium,0
2565,train,train_02565.jpg,images/train_02565.jpg,50,petunia,test,2384,image_01425.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
2566,train,train_02566.jpg,images/train_02566.jpg,80,frangipani,train,806,image_00922.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,80,frangipani,0
2567,train,train_02567.jpg,images/train_02567.jpg,50,petunia,test,2344,image_01391.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
2568,train,train_02568.jpg,images/train_02568.jpg,90,hippeastrum,train,903,image_04846.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,90,hippeastrum,0
2569,train,train_02569.jpg,images/train_02569.jpg,73,rose,test,3773,image_01155.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,73,rose,0
2570,train,train_02570.jpg,images/train_02570.jpg,90,hippeastrum,test,325,image_03098.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,10,snapdragon,1
2571,train,train_02571.jpg,images/train_02571.jpg,62,black-eyed susan,test,3158,image_05882.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,62,black-eyed susan,0
2572,train,train_02572.jpg,images/train_02572.jpg,25,corn poppy,val,258,image_06509.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,25,corn poppy,0
2573,train,train_02573.jpg,images/train_02573.jpg,94,bougainvillea,test,5794,image_07550.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,94,bougainvillea,0
2574,train,train_02574.jpg,images/train_02574.jpg,27,stemless gentian,test,994,image_05248.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,27,stemless gentian,0
2575,train,train_02575.jpg,images/train_02575.jpg,13,spear thistle,val,130,image_06049.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,13,spear thistle,0
2576,train,train_02576.jpg,images/train_02576.jpg,45,wallflower,test,4749,image_01642.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,81,clematis,1
2577,train,train_02577.jpg,images/train_02577.jpg,22,fritillary,test,3201,image_03184.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,64,californian poppy,1
2578,train,train_02578.jpg,images/train_02578.jpg,71,azalea,test,3541,image_03584.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,71,azalea,0
2580,train,train_02580.jpg,images/train_02580.jpg,93,foxglove,test,5672,image_07407.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,93,foxglove,0
2581,train,train_02581.jpg,images/train_02581.jpg,97,mexican petunia,val,972,image_07804.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,97,mexican petunia,0
2582,train,train_02582.jpg,images/train_02582.jpg,89,canna lily,train,894,image_04428.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,89,canna lily,0
2584,train,train_02584.jpg,images/train_02584.jpg,97,mexican petunia,test,6004,image_07822.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,97,mexican petunia,0
2585,train,train_02585.jpg,images/train_02585.jpg,73,rose,test,118,image_05149.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,4,english marigold,1
2586,train,train_02586.jpg,images/train_02586.jpg,54,pelargonium,test,2664,image_04711.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,54,pelargonium,0
2587,train,train_02587.jpg,images/train_02587.jpg,51,wild pansy,test,2519,image_04218.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,51,wild pansy,0
2588,train,train_02588.jpg,images/train_02588.jpg,10,snapdragon,test,323,image_03096.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,10,snapdragon,0
2590,train,train_02590.jpg,images/train_02590.jpg,55,bishop of llandaff,test,2783,image_02851.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,55,bishop of llandaff,0
2592,train,train_02592.jpg,images/train_02592.jpg,89,canna lily,val,314,image_05622.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,31,garden phlox,1
2594,train,train_02594.jpg,images/train_02594.jpg,9,globe thistle,val,96,image_07104.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,9,globe thistle,0
2595,train,train_02595.jpg,images/train_02595.jpg,19,giant white arum lily,train,208,image_04925.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,19,giant white arum lily,0
2596,train,train_02596.jpg,images/train_02596.jpg,57,geranium,train,1014,image_08024.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,101,blackberry lily,1
2597,train,train_02597.jpg,images/train_02597.jpg,73,rose,test,4064,image_02509.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,75,morning glory,1
2598,train,train_02598.jpg,images/train_02598.jpg,70,gazania,test,3471,image_04504.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,70,gazania,0
2599,train,train_02599.jpg,images/train_02599.jpg,6,moon orchid,test,366,image_03149.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,10,snapdragon,1
2600,train,train_02600.jpg,images/train_02600.jpg,35,ruby-lipped cattleya,test,1269,image_04335.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,35,ruby-lipped cattleya,0
2602,train,train_02602.jpg,images/train_02602.jpg,56,gaura,train,564,image_07247.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,56,gaura,0
2603,train,train_02603.jpg,images/train_02603.jpg,39,lenten rose,val,703,image_04529.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,70,gazania,1
2606,train,train_02606.jpg,images/train_02606.jpg,65,osteospermum,val,651,image_05529.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,65,osteospermum,0
2607,train,train_02607.jpg,images/train_02607.jpg,82,hibiscus,test,580,image_06807.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,20,fire lily,1
2608,train,train_02608.jpg,images/train_02608.jpg,4,english marigold,test,3816,image_01203.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,73,rose,1
2609,train,train_02609.jpg,images/train_02609.jpg,19,giant white arum lily,test,751,image_04914.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,19,giant white arum lily,0
2611,train,train_02611.jpg,images/train_02611.jpg,67,bearded iris,train,921,image_06038.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,92,ball moss,1
2612,train,train_02612.jpg,images/train_02612.jpg,45,wallflower,test,1321,image_03736.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,36,cape flower,1
2613,train,train_02613.jpg,images/train_02613.jpg,42,sword lily,test,1660,image_02319.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,42,sword lily,0
2615,train,train_02615.jpg,images/train_02615.jpg,83,columbine,test,4943,image_02606.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,83,columbine,0
2616,train,train_02616.jpg,images/train_02616.jpg,45,wallflower,test,1868,image_00955.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,0
2617,train,train_02617.jpg,images/train_02617.jpg,100,trumpet creeper,test,365,image_03148.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,10,snapdragon,1
2618,train,train_02618.jpg,images/train_02618.jpg,94,bougainvillea,test,5776,image_07530.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,94,bougainvillea,0
2620,train,train_02620.jpg,images/train_02620.jpg,51,wild pansy,test,3313,image_05565.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,65,osteospermum,1
2621,train,train_02621.jpg,images/train_02621.jpg,80,frangipani,test,4616,image_00850.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,80,frangipani,0
2622,train,train_02622.jpg,images/train_02622.jpg,90,hippeastrum,train,904,image_04855.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,90,hippeastrum,0
2623,train,train_02623.jpg,images/train_02623.jpg,56,gaura,test,2817,image_08124.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,56,gaura,0
2624,train,train_02624.jpg,images/train_02624.jpg,45,wallflower,test,1878,image_00966.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,0
2625,train,train_02625.jpg,images/train_02625.jpg,67,bearded iris,test,3839,image_01229.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,73,rose,1
2626,train,train_02626.jpg,images/train_02626.jpg,21,pincushion flower,test,802,image_05383.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,21,pincushion flower,0
2627,train,train_02627.jpg,images/train_02627.jpg,13,spear thistle,test,510,image_06094.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,13,spear thistle,0
2628,train,train_02628.jpg,images/train_02628.jpg,41,daffodil,test,1655,image_05742.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,41,daffodil,0
2630,train,train_02630.jpg,images/train_02630.jpg,74,thorn apple,test,3921,image_02077.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,74,thorn apple,0
2631,train,train_02631.jpg,images/train_02631.jpg,58,orange dahlia,test,2943,image_05032.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,58,orange dahlia,0
2632,train,train_02632.jpg,images/train_02632.jpg,96,mallow,test,5942,image_07740.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,96,mallow,0
2634,train,train_02634.jpg,images/train_02634.jpg,30,carnation,test,4518,image_02028.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,79,anthurium,1
2635,train,train_02635.jpg,images/train_02635.jpg,82,hibiscus,test,4879,image_01799.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,82,hibiscus,0
2636,train,train_02636.jpg,images/train_02636.jpg,76,passion flower,test,4245,image_00159.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,76,passion flower,0
2638,train,train_02638.jpg,images/train_02638.jpg,73,rose,test,3784,image_01168.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,73,rose,0
2640,train,train_02640.jpg,images/train_02640.jpg,73,rose,test,3904,image_01303.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,73,rose,0
2641,train,train_02641.jpg,images/train_02641.jpg,70,gazania,test,3508,image_04553.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,70,gazania,0
2642,train,train_02642.jpg,images/train_02642.jpg,73,rose,test,3810,image_01197.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,73,rose,0
2643,train,train_02643.jpg,images/train_02643.jpg,93,foxglove,test,5652,image_07384.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,93,foxglove,0
2644,train,train_02644.jpg,images/train_02644.jpg,82,hibiscus,test,4813,image_01720.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,82,hibiscus,0
2646,train,train_02646.jpg,images/train_02646.jpg,23,red ginger,test,889,image_06822.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,23,red ginger,0
2647,train,train_02647.jpg,images/train_02647.jpg,81,clematis,test,4734,image_01622.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,81,clematis,0
2648,train,train_02648.jpg,images/train_02648.jpg,93,foxglove,test,5641,image_07373.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,93,foxglove,0
