index,split,image_filename,relative_path,label,class_name,source_split,source_index,noise_type,feature_noise_type,feature_noise_value,label_noise_type,label_noise_value,original_label,original_class_name,label_noise_applied
718,train,train_00718.png,images/train_00718.png,0,airplane,train,4395,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
721,train,train_00721.png,images/train_00721.png,1,bird,train,3450,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,1
724,train,train_00724.png,images/train_00724.png,2,car,test,6584,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
725,train,train_00725.png,images/train_00725.png,4,deer,train,2075,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
726,train,train_00726.png,images/train_00726.png,5,dog,test,5774,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
727,train,train_00727.png,images/train_00727.png,4,deer,test,5375,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
728,train,train_00728.png,images/train_00728.png,5,dog,test,1769,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
730,train,train_00730.png,images/train_00730.png,9,truck,train,2209,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
732,train,train_00732.png,images/train_00732.png,0,airplane,test,3323,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
733,train,train_00733.png,images/train_00733.png,0,airplane,test,277,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
736,train,train_00736.png,images/train_00736.png,5,dog,test,7068,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
737,train,train_00737.png,images/train_00737.png,5,dog,test,1095,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
739,train,train_00739.png,images/train_00739.png,6,horse,test,4810,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
740,train,train_00740.png,images/train_00740.png,7,monkey,train,2649,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
741,train,train_00741.png,images/train_00741.png,8,ship,test,5972,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
743,train,train_00743.png,images/train_00743.png,7,monkey,train,454,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
744,train,train_00744.png,images/train_00744.png,6,horse,test,3107,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
747,train,train_00747.png,images/train_00747.png,2,car,test,6244,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
749,train,train_00749.png,images/train_00749.png,1,bird,train,4680,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
750,train,train_00750.png,images/train_00750.png,5,dog,test,5833,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
751,train,train_00751.png,images/train_00751.png,0,airplane,train,1731,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
753,train,train_00753.png,images/train_00753.png,6,horse,train,3562,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
755,train,train_00755.png,images/train_00755.png,6,horse,test,2380,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,1
760,train,train_00760.png,images/train_00760.png,2,car,test,1938,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,1
761,train,train_00761.png,images/train_00761.png,9,truck,test,4612,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
762,train,train_00762.png,images/train_00762.png,0,airplane,train,3395,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
764,train,train_00764.png,images/train_00764.png,1,bird,train,4536,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
765,train,train_00765.png,images/train_00765.png,4,deer,train,246,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,1
769,train,train_00769.png,images/train_00769.png,9,truck,test,727,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
770,train,train_00770.png,images/train_00770.png,2,car,train,1228,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
772,train,train_00772.png,images/train_00772.png,6,horse,test,4613,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
773,train,train_00773.png,images/train_00773.png,6,horse,test,4691,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
775,train,train_00775.png,images/train_00775.png,1,bird,train,3452,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
776,train,train_00776.png,images/train_00776.png,7,monkey,train,2720,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
777,train,train_00777.png,images/train_00777.png,9,truck,train,1069,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
778,train,train_00778.png,images/train_00778.png,8,ship,test,5497,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
779,train,train_00779.png,images/train_00779.png,3,cat,test,1787,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
780,train,train_00780.png,images/train_00780.png,9,truck,test,4647,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
785,train,train_00785.png,images/train_00785.png,3,cat,train,1372,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
787,train,train_00787.png,images/train_00787.png,6,horse,test,4344,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
789,train,train_00789.png,images/train_00789.png,3,cat,test,4720,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
791,train,train_00791.png,images/train_00791.png,5,dog,test,2935,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
792,train,train_00792.png,images/train_00792.png,2,car,test,514,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
793,train,train_00793.png,images/train_00793.png,3,cat,train,4097,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
794,train,train_00794.png,images/train_00794.png,7,monkey,train,2661,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
795,train,train_00795.png,images/train_00795.png,6,horse,train,2570,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
796,train,train_00796.png,images/train_00796.png,6,horse,test,3614,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
797,train,train_00797.png,images/train_00797.png,5,dog,train,2941,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
800,train,train_00800.png,images/train_00800.png,5,dog,train,775,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
801,train,train_00801.png,images/train_00801.png,8,ship,train,2993,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,1
803,train,train_00803.png,images/train_00803.png,9,truck,test,4279,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
804,train,train_00804.png,images/train_00804.png,7,monkey,train,94,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,1
806,train,train_00806.png,images/train_00806.png,5,dog,test,5617,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
807,train,train_00807.png,images/train_00807.png,2,car,train,4839,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
808,train,train_00808.png,images/train_00808.png,2,car,test,7045,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
812,train,train_00812.png,images/train_00812.png,8,ship,train,813,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
813,train,train_00813.png,images/train_00813.png,0,airplane,test,3557,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
814,train,train_00814.png,images/train_00814.png,9,truck,train,638,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
815,train,train_00815.png,images/train_00815.png,5,dog,test,6011,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
817,train,train_00817.png,images/train_00817.png,6,horse,train,308,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
818,train,train_00818.png,images/train_00818.png,7,monkey,test,4773,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
819,train,train_00819.png,images/train_00819.png,9,truck,train,727,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
821,train,train_00821.png,images/train_00821.png,5,dog,test,2823,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
823,train,train_00823.png,images/train_00823.png,6,horse,train,3364,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
825,train,train_00825.png,images/train_00825.png,9,truck,test,4401,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
827,train,train_00827.png,images/train_00827.png,2,car,train,4427,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
828,train,train_00828.png,images/train_00828.png,3,cat,test,5532,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
829,train,train_00829.png,images/train_00829.png,7,monkey,test,4086,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
830,train,train_00830.png,images/train_00830.png,4,deer,train,60,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,1
831,train,train_00831.png,images/train_00831.png,0,airplane,test,6902,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
832,train,train_00832.png,images/train_00832.png,9,truck,test,6622,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
833,train,train_00833.png,images/train_00833.png,1,bird,test,1871,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
834,train,train_00834.png,images/train_00834.png,6,horse,test,7404,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,1
835,train,train_00835.png,images/train_00835.png,0,airplane,train,4278,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
838,train,train_00838.png,images/train_00838.png,3,cat,test,7034,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
841,train,train_00841.png,images/train_00841.png,4,deer,train,4201,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
842,train,train_00842.png,images/train_00842.png,3,cat,test,583,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,1
843,train,train_00843.png,images/train_00843.png,9,truck,train,3507,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
844,train,train_00844.png,images/train_00844.png,9,truck,test,2374,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
845,train,train_00845.png,images/train_00845.png,7,monkey,train,1413,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
846,train,train_00846.png,images/train_00846.png,4,deer,test,1914,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
847,train,train_00847.png,images/train_00847.png,1,bird,train,4923,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
848,train,train_00848.png,images/train_00848.png,3,cat,train,4261,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
852,train,train_00852.png,images/train_00852.png,7,monkey,train,3846,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
853,train,train_00853.png,images/train_00853.png,6,horse,train,3797,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,1
855,train,train_00855.png,images/train_00855.png,9,truck,train,4141,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
857,train,train_00857.png,images/train_00857.png,8,ship,test,6060,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
858,train,train_00858.png,images/train_00858.png,7,monkey,test,6869,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
859,train,train_00859.png,images/train_00859.png,4,deer,test,7409,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
860,train,train_00860.png,images/train_00860.png,2,car,train,3998,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
862,train,train_00862.png,images/train_00862.png,8,ship,test,3878,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
863,train,train_00863.png,images/train_00863.png,0,airplane,test,551,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
864,train,train_00864.png,images/train_00864.png,2,car,test,1517,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
866,train,train_00866.png,images/train_00866.png,3,cat,test,6155,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
867,train,train_00867.png,images/train_00867.png,8,ship,train,1901,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,1
868,train,train_00868.png,images/train_00868.png,1,bird,test,6967,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
869,train,train_00869.png,images/train_00869.png,6,horse,train,3812,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
870,train,train_00870.png,images/train_00870.png,0,airplane,test,2470,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
871,train,train_00871.png,images/train_00871.png,3,cat,test,4152,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
872,train,train_00872.png,images/train_00872.png,6,horse,test,4517,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
873,train,train_00873.png,images/train_00873.png,1,bird,test,3459,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
874,train,train_00874.png,images/train_00874.png,0,airplane,test,4742,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
877,train,train_00877.png,images/train_00877.png,2,car,train,1113,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
880,train,train_00880.png,images/train_00880.png,9,truck,test,4658,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
881,train,train_00881.png,images/train_00881.png,3,cat,train,3992,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
886,train,train_00886.png,images/train_00886.png,1,bird,train,102,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
887,train,train_00887.png,images/train_00887.png,4,deer,test,2770,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
888,train,train_00888.png,images/train_00888.png,4,deer,test,4895,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,1
889,train,train_00889.png,images/train_00889.png,1,bird,train,531,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
891,train,train_00891.png,images/train_00891.png,0,airplane,test,844,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
893,train,train_00893.png,images/train_00893.png,3,cat,test,5635,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
894,train,train_00894.png,images/train_00894.png,7,monkey,test,4462,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
897,train,train_00897.png,images/train_00897.png,0,airplane,train,1933,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,1
900,train,train_00900.png,images/train_00900.png,3,cat,train,4349,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
901,train,train_00901.png,images/train_00901.png,7,monkey,test,1274,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
903,train,train_00903.png,images/train_00903.png,4,deer,train,4227,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
905,train,train_00905.png,images/train_00905.png,4,deer,test,2700,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
913,train,train_00913.png,images/train_00913.png,3,cat,train,505,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
914,train,train_00914.png,images/train_00914.png,4,deer,test,6033,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
915,train,train_00915.png,images/train_00915.png,6,horse,test,4196,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
916,train,train_00916.png,images/train_00916.png,5,dog,train,691,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
918,train,train_00918.png,images/train_00918.png,4,deer,train,2080,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,1
919,train,train_00919.png,images/train_00919.png,9,truck,test,3953,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
923,train,train_00923.png,images/train_00923.png,6,horse,test,5382,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
924,train,train_00924.png,images/train_00924.png,3,cat,train,2250,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
926,train,train_00926.png,images/train_00926.png,6,horse,test,5894,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
929,train,train_00929.png,images/train_00929.png,5,dog,train,1666,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
930,train,train_00930.png,images/train_00930.png,5,dog,test,4154,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,1
933,train,train_00933.png,images/train_00933.png,1,bird,test,4820,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
934,train,train_00934.png,images/train_00934.png,4,deer,test,5295,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,1
936,train,train_00936.png,images/train_00936.png,2,car,test,1782,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,1
937,train,train_00937.png,images/train_00937.png,9,truck,test,5788,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
938,train,train_00938.png,images/train_00938.png,6,horse,train,1008,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
939,train,train_00939.png,images/train_00939.png,7,monkey,train,1311,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
941,train,train_00941.png,images/train_00941.png,7,monkey,test,7268,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
942,train,train_00942.png,images/train_00942.png,8,ship,test,2099,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
943,train,train_00943.png,images/train_00943.png,6,horse,train,3420,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
944,train,train_00944.png,images/train_00944.png,7,monkey,test,1706,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
946,train,train_00946.png,images/train_00946.png,5,dog,train,3059,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
948,train,train_00948.png,images/train_00948.png,7,monkey,train,4253,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
949,train,train_00949.png,images/train_00949.png,9,truck,test,7464,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
950,train,train_00950.png,images/train_00950.png,9,truck,train,2394,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
951,train,train_00951.png,images/train_00951.png,3,cat,train,1171,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,1
952,train,train_00952.png,images/train_00952.png,6,horse,train,4602,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
958,train,train_00958.png,images/train_00958.png,6,horse,test,6559,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
959,train,train_00959.png,images/train_00959.png,1,bird,train,2569,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,1
960,train,train_00960.png,images/train_00960.png,3,cat,train,3611,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,1
961,train,train_00961.png,images/train_00961.png,1,bird,test,3358,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
962,train,train_00962.png,images/train_00962.png,7,monkey,train,1503,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
963,train,train_00963.png,images/train_00963.png,0,airplane,test,5912,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
964,train,train_00964.png,images/train_00964.png,3,cat,train,4481,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
965,train,train_00965.png,images/train_00965.png,1,bird,train,1076,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
966,train,train_00966.png,images/train_00966.png,0,airplane,test,18,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
967,train,train_00967.png,images/train_00967.png,7,monkey,test,2854,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
968,train,train_00968.png,images/train_00968.png,8,ship,test,1093,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
969,train,train_00969.png,images/train_00969.png,3,cat,train,2138,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
971,train,train_00971.png,images/train_00971.png,8,ship,test,911,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
973,train,train_00973.png,images/train_00973.png,2,car,test,271,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
974,train,train_00974.png,images/train_00974.png,3,cat,test,6653,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
975,train,train_00975.png,images/train_00975.png,7,monkey,train,582,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
976,train,train_00976.png,images/train_00976.png,0,airplane,train,1553,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
979,train,train_00979.png,images/train_00979.png,0,airplane,train,4483,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
980,train,train_00980.png,images/train_00980.png,4,deer,train,3673,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,1
983,train,train_00983.png,images/train_00983.png,1,bird,test,1120,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
984,train,train_00984.png,images/train_00984.png,8,ship,test,2038,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
985,train,train_00985.png,images/train_00985.png,5,dog,train,2795,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
986,train,train_00986.png,images/train_00986.png,3,cat,train,3124,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
987,train,train_00987.png,images/train_00987.png,4,deer,test,3482,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
990,train,train_00990.png,images/train_00990.png,9,truck,test,2728,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
992,train,train_00992.png,images/train_00992.png,3,cat,test,5149,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
993,train,train_00993.png,images/train_00993.png,6,horse,test,2285,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
994,train,train_00994.png,images/train_00994.png,5,dog,train,3584,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
995,train,train_00995.png,images/train_00995.png,5,dog,train,3795,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
997,train,train_00997.png,images/train_00997.png,1,bird,test,1784,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,1
998,train,train_00998.png,images/train_00998.png,5,dog,test,1464,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
999,train,train_00999.png,images/train_00999.png,1,bird,train,4951,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
1003,train,train_01003.png,images/train_01003.png,4,deer,train,4287,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
1006,train,train_01006.png,images/train_01006.png,6,horse,train,4204,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,1
1008,train,train_01008.png,images/train_01008.png,1,bird,test,7758,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
1009,train,train_01009.png,images/train_01009.png,7,monkey,test,4628,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
1010,train,train_01010.png,images/train_01010.png,2,car,test,6973,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
1011,train,train_01011.png,images/train_01011.png,9,truck,test,3197,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
1012,train,train_01012.png,images/train_01012.png,6,horse,test,4033,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
1013,train,train_01013.png,images/train_01013.png,5,dog,train,1547,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
1015,train,train_01015.png,images/train_01015.png,7,monkey,test,5196,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
1020,train,train_01020.png,images/train_01020.png,9,truck,test,802,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
1021,train,train_01021.png,images/train_01021.png,3,cat,test,4573,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
1023,train,train_01023.png,images/train_01023.png,4,deer,test,6521,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
1025,train,train_01025.png,images/train_01025.png,0,airplane,test,741,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
1026,train,train_01026.png,images/train_01026.png,1,bird,test,7073,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
1028,train,train_01028.png,images/train_01028.png,0,airplane,test,5745,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
1030,train,train_01030.png,images/train_01030.png,2,car,test,7090,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
1031,train,train_01031.png,images/train_01031.png,6,horse,test,4225,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,1
1032,train,train_01032.png,images/train_01032.png,0,airplane,train,3233,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
1033,train,train_01033.png,images/train_01033.png,6,horse,test,6926,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
1034,train,train_01034.png,images/train_01034.png,8,ship,train,2412,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
1035,train,train_01035.png,images/train_01035.png,2,car,test,4940,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,1
1036,train,train_01036.png,images/train_01036.png,8,ship,train,3808,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
1037,train,train_01037.png,images/train_01037.png,7,monkey,test,5167,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
1038,train,train_01038.png,images/train_01038.png,5,dog,train,4964,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
1040,train,train_01040.png,images/train_01040.png,9,truck,test,5047,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
1041,train,train_01041.png,images/train_01041.png,3,cat,train,967,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
1042,train,train_01042.png,images/train_01042.png,9,truck,test,2435,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
1043,train,train_01043.png,images/train_01043.png,5,dog,test,3434,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
1045,train,train_01045.png,images/train_01045.png,3,cat,test,7614,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
1046,train,train_01046.png,images/train_01046.png,3,cat,train,2647,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
1048,train,train_01048.png,images/train_01048.png,5,dog,test,78,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
1049,train,train_01049.png,images/train_01049.png,6,horse,test,3741,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
1050,train,train_01050.png,images/train_01050.png,1,bird,train,4413,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
1051,train,train_01051.png,images/train_01051.png,3,cat,test,4932,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
1052,train,train_01052.png,images/train_01052.png,0,airplane,test,7023,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,1
1053,train,train_01053.png,images/train_01053.png,0,airplane,test,4468,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,1
1054,train,train_01054.png,images/train_01054.png,9,truck,train,4467,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
1055,train,train_01055.png,images/train_01055.png,8,ship,test,1448,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
1056,train,train_01056.png,images/train_01056.png,8,ship,test,1785,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
1057,train,train_01057.png,images/train_01057.png,5,dog,test,1251,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
1059,train,train_01059.png,images/train_01059.png,8,ship,train,2052,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,1
1060,train,train_01060.png,images/train_01060.png,9,truck,train,3183,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
1061,train,train_01061.png,images/train_01061.png,4,deer,test,2588,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
